CustomerID,Age,Gender,Income,Education,Marital_Status,Total_Spending,Campaign_Acceptance,Last_Purchase_Date,Region,Occupation,Number_of_Children,Household_Size,Customer_Lifetime_Value,Engagement_Score,Preferred_Communication_Channel,Purchase_History,Loyalty_Program_Status,Social_Media_Activity,Feedback_Score
1365,62,Male,25154,Bachelor,Widowed,2557,1,2023-06-20,North,Artist,4,2,11483,6,Phone,Policy last you tell see begin high drive.,Silver,7,6
1366,46,Male,42315,PhD,Divorced,1800,0,2024-11-10,South,Artist,3,3,6539,28,SMS,Forward official case boy real spend.,Platinum,55,8
1367,47,Female,64498,PhD,Single,1177,0,2024-12-15,West,Engineer,1,3,16267,8,SMS,Human wrong rather add institution.,Bronze,1,6
1368,33,Male,39855,PhD,Married,1968,0,2024-01-19,East,Doctor,4,2,10066,95,Phone,More minute what exactly family.,Silver,45,3
1369,57,Female,21425,High School,Single,1422,0,2024-06-21,West,Doctor,4,3,12913,20,SMS,Age study interest. Mean security heart under.,Gold,30,4
1370,36,Male,53862,Bachelor,Widowed,2011,1,2024-02-28,West,Scientist,1,4,11448,16,SMS,So check measure national loss skill put.,Silver,90,9
1371,35,Female,41202,High School,Divorced,1462,0,2024-09-18,West,Doctor,1,4,10362,13,Email,Moment later society sea buy increase ten ask.,Gold,80,1
1372,18,Male,47211,High School,Widowed,2628,1,2024-07-28,South,Teacher,1,1,11353,79,Email,Rich international activity right.,Gold,34,4
1373,31,Female,39051,Master,Widowed,2342,1,2023-10-09,West,Engineer,1,3,11018,62,Email,Travel yet near cell per.,Silver,61,1
1374,68,Female,79615,High School,Single,2330,1,2024-04-17,East,Teacher,4,3,9472,77,Phone,Threat model that way.,Silver,45,8
1375,64,Male,26628,PhD,Single,2536,1,2024-02-01,North,Teacher,3,2,17181,66,Email,Popular source vote almost would offer himself.,Silver,23,7
1376,67,Female,92502,Bachelor,Widowed,2195,1,2023-03-24,West,Engineer,1,4,13344,53,Email,Product want identify throw matter cut arm.,Silver,64,7
1377,19,Male,44140,Bachelor,Married,2273,0,2024-04-26,South,Teacher,2,5,5217,84,SMS,Knowledge soon modern small.,Bronze,92,2
1378,45,Female,52751,High School,Divorced,2717,1,2024-08-15,West,Scientist,4,1,13152,28,Phone,Picture book gun. Born glass put audience.,Bronze,89,6
1379,66,Female,41378,PhD,Married,1932,0,2023-04-28,West,Scientist,0,6,10212,18,SMS,Woman lose once quite seem age pull degree.,Gold,43,8
1380,67,Female,40750,PhD,Married,2302,0,2023-04-02,East,Engineer,3,4,14909,7,SMS,Challenge food media computer matter.,Silver,98,8
1381,47,Male,38227,PhD,Divorced,1473,1,2024-04-28,East,Lawyer,4,2,9020,21,Phone,Medical another house home action stage.,Bronze,50,5
1382,55,Female,59018,Bachelor,Single,2039,1,2024-09-06,South,Lawyer,1,1,2993,41,Phone,Recently color firm notice something.,Bronze,87,8
1383,68,Male,28838,PhD,Married,3129,0,2023-08-22,South,Engineer,2,5,8946,39,SMS,Away group political structure fall buy nothing.,Platinum,45,2
1384,21,Female,55461,PhD,Single,2407,1,2023-03-20,South,Engineer,0,6,5193,73,SMS,Source finally western ball science.,Platinum,32,4
1385,18,Male,17232,High School,Divorced,1957,1,2024-01-17,South,Engineer,3,1,7957,10,SMS,Or town after record.,Bronze,63,2
1386,25,Male,54102,Master,Married,2132,1,2024-04-17,South,Doctor,1,4,8287,31,Phone,Often official play day.,Gold,25,5
1387,46,Male,62737,PhD,Single,1989,0,2023-01-28,North,Engineer,4,5,11133,42,SMS,Mouth whatever dark style short natural full.,Bronze,38,3
1388,56,Female,30882,High School,Single,2115,0,2024-07-27,North,Scientist,4,6,10764,77,SMS,Only international dark happen land miss lot.,Silver,57,6
1389,20,Male,60181,High School,Married,1800,1,2024-09-18,South,Scientist,3,2,11920,69,Email,Kind claim manager walk idea any away.,Bronze,25,7
1390,49,Female,50770,PhD,Divorced,2247,1,2023-06-26,South,Artist,2,1,11663,59,Email,Wrong within star budget stuff.,Platinum,74,6
1391,27,Male,73976,Master,Widowed,2265,1,2023-12-02,North,Lawyer,1,4,15824,38,Email,Area remember low up.,Platinum,92,2
1392,27,Male,37171,Bachelor,Single,2003,0,2024-06-25,East,Lawyer,3,2,10004,43,Email,Anything manager about campaign ok actually.,Silver,92,2
1393,36,Male,92239,Master,Divorced,2070,1,2024-10-24,North,Engineer,3,5,11542,2,Email,Father none different laugh form economy around.,Bronze,66,4
1394,63,Male,14138,PhD,Married,2170,1,2023-02-19,South,Lawyer,4,1,12653,6,SMS,Set upon itself point price agent sign.,Silver,72,7
1395,51,Female,45057,Master,Single,1736,1,2023-09-29,East,Engineer,3,3,8062,77,SMS,Significant score term certainly.,Gold,98,8
1396,50,Male,24521,High School,Single,2242,1,2023-04-11,South,Engineer,0,4,6207,29,Phone,Should region yard.,Platinum,56,5
1397,40,Male,77765,High School,Single,2390,0,2023-05-28,West,Lawyer,0,4,11105,78,Phone,Local adult fast Mr condition president edge.,Bronze,69,1
1398,45,Female,46074,Master,Divorced,2732,1,2023-11-27,East,Lawyer,1,3,8801,30,Phone,Father last suffer she. So where truth night.,Bronze,72,9
1399,49,Male,47424,Bachelor,Single,2159,1,2023-10-12,South,Artist,3,2,12340,89,SMS,And ready program everyone. Pattern stuff could.,Gold,7,8
1400,67,Male,56648,Master,Single,1722,0,2023-06-22,North,Teacher,4,4,12203,40,Email,Whose traditional piece peace.,Gold,90,1
1401,24,Male,49927,PhD,Married,1948,1,2024-01-26,South,Artist,1,2,12967,99,SMS,Once group idea radio act more address.,Platinum,33,9
1402,46,Male,41093,Bachelor,Single,1428,1,2024-03-20,North,Artist,2,5,7642,37,SMS,Situation expect local power site.,Gold,87,5
1403,25,Female,31150,Master,Divorced,2363,0,2024-01-18,East,Lawyer,4,3,8276,7,Phone,Miss beautiful power return have.,Platinum,68,8
1404,18,Female,52527,Master,Married,970,1,2023-06-30,North,Scientist,2,2,10320,50,Phone,Watch start hard street value.,Platinum,9,2
1405,20,Male,55682,Bachelor,Widowed,2512,0,2023-12-05,East,Artist,1,5,9465,18,Phone,Parent health quickly nearly travel.,Silver,83,7
1406,41,Female,60430,Master,Married,2572,1,2024-09-19,South,Scientist,0,1,11369,8,Phone,Outside gun ground bill. Rate response major.,Silver,21,9
1407,40,Female,78690,PhD,Single,534,1,2023-10-31,North,Lawyer,4,4,14080,71,SMS,Religious son use lose forget marriage.,Platinum,11,7
1408,25,Male,17393,High School,Widowed,2637,1,2024-04-20,East,Doctor,4,3,9700,98,Phone,According minute woman activity bring vote skill.,Bronze,28,9
1409,64,Female,48984,PhD,Married,2513,0,2023-04-05,East,Engineer,1,1,5933,55,Email,These heavy nature water throughout.,Silver,30,4
1410,54,Male,67876,Master,Single,1854,1,2023-10-07,East,Teacher,4,1,4139,48,SMS,Decade the sport to.,Bronze,5,5
1411,20,Female,48132,High School,Married,1404,0,2024-04-04,West,Scientist,4,1,6123,74,Email,Raise all all room what design trial.,Gold,6,7
1412,68,Female,14927,Bachelor,Divorced,1581,0,2025-01-06,East,Doctor,1,2,6025,58,SMS,Case down establish hope too.,Bronze,96,1
1413,50,Female,30634,PhD,Single,1620,0,2024-01-26,South,Scientist,3,4,12001,93,SMS,Once again blue various watch.,Gold,78,2
1414,45,Male,54928,Bachelor,Divorced,2658,0,2024-10-18,South,Engineer,1,3,9856,16,Phone,Cultural school before allow.,Platinum,12,2
1415,64,Female,54382,High School,Single,1775,0,2023-08-11,South,Engineer,4,6,10224,25,Email,Visit maybe kid read door the cover.,Platinum,62,9
1416,25,Male,60087,Master,Divorced,2452,0,2023-02-17,East,Teacher,1,6,12164,29,SMS,Phone they action early commercial deep share.,Platinum,23,3
1417,51,Male,38284,High School,Widowed,1937,1,2023-02-14,South,Artist,4,4,14088,8,Email,Section lose soon member hit.,Gold,93,9
1418,52,Female,53898,High School,Divorced,2027,1,2023-08-20,East,Engineer,2,4,9415,84,SMS,Worry draw result investment.,Bronze,96,1
1419,49,Male,35812,Bachelor,Married,1214,1,2024-09-27,East,Teacher,2,4,12228,55,SMS,Support wrong less affect.,Silver,83,3
1420,41,Female,53899,PhD,Single,1426,1,2024-06-05,East,Scientist,0,5,11056,52,SMS,Either enjoy require own suggest minute.,Silver,18,2
1421,31,Male,50798,High School,Married,2646,0,2024-03-09,West,Scientist,1,5,5327,91,Email,Network compare drive fast respond produce happy.,Bronze,82,2
1422,49,Male,37687,Master,Divorced,1922,1,2024-06-07,North,Scientist,1,5,5547,77,SMS,Threat area reason not.,Silver,87,1
1423,63,Female,73372,High School,Single,2150,1,2023-07-01,South,Scientist,2,5,8980,26,Email,East size would analysis behind.,Gold,68,6
1424,60,Female,24415,Bachelor,Divorced,2903,0,2024-08-25,West,Scientist,2,4,10590,25,Email,Son cause method wear idea.,Gold,21,5
1425,33,Female,47875,PhD,Widowed,1936,1,2023-03-18,South,Lawyer,2,4,11441,92,Phone,Live career kitchen mean without road.,Silver,59,5
1426,21,Female,37356,Master,Widowed,1907,0,2023-05-01,West,Engineer,0,6,9406,73,Email,Finally expert entire on relationship.,Silver,21,9
1427,69,Male,77513,Bachelor,Widowed,2603,1,2023-12-26,North,Engineer,0,3,4911,26,SMS,Admit born college husband few grow audience.,Gold,91,6
1428,54,Male,58975,High School,Divorced,2006,1,2024-01-01,North,Artist,3,6,8896,76,SMS,Scientist Mrs study sit.,Bronze,16,9
1429,38,Male,40260,High School,Divorced,2160,0,2025-01-02,North,Artist,1,6,4487,90,SMS,Education too space history way front line.,Silver,94,4
1430,31,Female,45804,PhD,Widowed,2498,1,2023-06-16,North,Lawyer,0,3,9385,47,SMS,Traditional offer sea even.,Silver,46,7
1431,48,Male,77918,Bachelor,Divorced,2000,1,2024-03-26,East,Engineer,4,3,11681,86,Email,Piece evidence option drop response.,Platinum,6,4
1432,65,Female,35805,Bachelor,Married,2393,1,2023-05-29,South,Artist,1,6,11286,1,Phone,Western watch as good.,Platinum,16,1
1433,35,Male,23533,PhD,Divorced,1942,1,2023-03-27,South,Teacher,3,6,8493,64,Email,Already her hour yeah debate.,Bronze,75,4
1434,24,Female,54365,Master,Married,2490,0,2024-05-03,South,Scientist,2,6,11213,12,SMS,Me around seven paper watch state indeed pull.,Gold,61,2
1435,27,Male,54704,Bachelor,Widowed,2210,1,2023-08-05,East,Scientist,3,3,6640,24,Email,Majority rock these research turn compare clear.,Bronze,62,5
1436,24,Male,59990,PhD,Divorced,1887,0,2023-12-03,South,Engineer,1,3,8074,30,Phone,Nothing exist around people store rock evidence.,Bronze,6,2
1437,50,Female,60089,Bachelor,Widowed,2037,0,2024-11-10,North,Scientist,2,5,5029,14,Phone,From option son down.,Bronze,28,2
1438,40,Male,76560,PhD,Single,777,1,2024-11-09,South,Scientist,3,4,8405,23,Phone,Information live too late board.,Silver,71,4
1439,38,Female,24227,High School,Divorced,2596,0,2023-11-10,South,Teacher,3,3,7674,2,Phone,Only he require. With good happen artist.,Gold,3,7
1440,36,Male,31957,High School,Divorced,1372,1,2024-11-29,West,Doctor,1,2,8773,3,Phone,Yet kitchen car bag between news fire.,Gold,15,3
1441,65,Male,59933,Bachelor,Widowed,1465,0,2024-09-11,East,Lawyer,0,3,9184,6,Email,Concern receive receive or.,Silver,79,7
1442,36,Female,33415,Bachelor,Widowed,1780,0,2024-09-17,North,Artist,4,3,10748,83,Phone,Traditional chance onto less spring.,Bronze,85,9
1443,53,Female,28151,High School,Widowed,1103,0,2024-02-28,North,Doctor,3,4,4109,21,Phone,Boy could follow remain.,Platinum,74,3
1444,46,Male,77987,Master,Single,2233,0,2023-03-28,North,Artist,4,6,7420,20,SMS,Everyone improve win another after.,Silver,58,4
1445,35,Male,25700,PhD,Single,2180,1,2025-01-03,South,Doctor,1,5,12935,21,Phone,Enjoy soldier career.,Bronze,40,1
1446,19,Male,44730,Master,Widowed,1756,1,2023-01-28,North,Scientist,1,1,12986,40,Email,Show and building sometimes factor visit inside.,Bronze,59,7
1447,18,Male,49109,Master,Divorced,1660,1,2024-05-28,North,Artist,0,6,10167,68,SMS,My upon war against.,Bronze,74,1
1448,64,Male,69637,Master,Divorced,1653,1,2023-05-15,West,Lawyer,2,6,10231,25,Email,Market animal sometimes me friend.,Bronze,68,3
1449,22,Male,21967,High School,Widowed,2307,0,2023-06-22,South,Engineer,4,4,6618,71,SMS,Answer let protect ready.,Platinum,57,9
1450,37,Female,56232,Bachelor,Married,1203,1,2024-12-12,West,Teacher,3,5,8879,71,Phone,Box wonder fight national left try.,Platinum,75,5
1451,28,Female,36644,Master,Single,1795,1,2024-06-14,East,Doctor,2,2,12466,33,Email,Too for agent. Fund defense fine authority allow.,Silver,39,2
1452,59,Female,59414,High School,Single,1235,1,2024-09-03,South,Teacher,4,1,6266,51,SMS,Sound expert choose discover positive.,Bronze,88,9
1453,19,Male,36397,PhD,Married,2384,0,2023-03-31,West,Teacher,4,5,10434,90,Email,Already edge person.,Silver,57,6
1454,20,Male,73584,Bachelor,Widowed,1831,0,2024-05-19,East,Artist,2,6,11670,81,SMS,Information positive body president so.,Bronze,60,9
1455,40,Male,36485,PhD,Divorced,2273,0,2024-01-26,West,Engineer,2,5,10142,72,Phone,Skin great its big suffer when.,Platinum,44,4
1456,29,Female,13070,Master,Divorced,2624,0,2024-10-23,East,Artist,0,4,9553,90,Email,Hand value no son pay.,Silver,76,6
1457,37,Female,38167,Bachelor,Single,2633,0,2024-12-08,North,Teacher,3,5,9522,79,Email,Suddenly Democrat mind Mr actually us another.,Gold,47,7
1458,22,Male,46080,Master,Married,1488,1,2024-08-06,North,Scientist,3,3,11501,20,Email,Agent hand structure executive or ready it seek.,Silver,89,6
1459,54,Male,66235,Bachelor,Divorced,2154,0,2023-05-06,South,Lawyer,3,5,10583,19,Phone,Which behavior performance continue.,Gold,10,4
1460,55,Female,31123,Master,Single,2560,1,2023-08-08,West,Engineer,2,1,11483,71,Phone,Station professional religious war.,Silver,55,8
1461,47,Female,31420,PhD,Divorced,2348,0,2023-07-07,West,Engineer,0,5,8899,56,SMS,Sing down alone concern go may never.,Platinum,22,6
1462,26,Female,64408,PhD,Divorced,2397,0,2023-06-25,East,Scientist,1,2,9037,56,Email,Learn apply generation.,Gold,76,2
1463,51,Male,29371,Master,Divorced,1108,0,2023-09-25,South,Teacher,0,3,11646,1,SMS,Most else near marriage laugh suddenly how.,Platinum,32,6
1464,61,Male,47315,Bachelor,Single,2340,0,2024-09-21,North,Artist,2,1,7324,39,SMS,Approach say fine media west item receive.,Silver,51,1
1465,52,Male,47620,PhD,Married,1603,0,2024-10-05,West,Scientist,0,1,6613,37,Phone,Hit remain will check point interview.,Platinum,27,9
1466,69,Female,53263,Bachelor,Widowed,2332,0,2024-11-10,East,Lawyer,2,6,16818,18,Email,Federal on special company.,Bronze,3,7
1467,39,Female,38752,Bachelor,Married,2321,1,2024-07-11,North,Doctor,4,4,11268,72,Phone,She write Democrat accept plan with.,Gold,91,8
1468,61,Male,36095,PhD,Divorced,2294,0,2024-06-10,North,Artist,4,4,9263,79,Email,Car space far. Step fill go join voice.,Bronze,97,4
1469,41,Male,55023,High School,Married,1944,0,2024-02-19,North,Engineer,1,3,7916,6,SMS,Discussion interesting arm star.,Gold,50,8
1470,34,Female,36560,High School,Divorced,2658,1,2023-07-12,East,Scientist,4,1,7243,22,Phone,Nor interest goal place reflect.,Platinum,9,1
1471,27,Male,29600,Bachelor,Single,2255,0,2024-11-06,East,Artist,1,6,9855,11,Phone,Leg maintain without market management.,Platinum,51,4
1472,47,Female,68416,PhD,Single,2160,0,2023-03-02,North,Doctor,3,2,9713,90,Email,Million sport nation child.,Bronze,71,6
1473,63,Female,57321,High School,Single,1532,1,2024-02-06,East,Lawyer,2,5,11316,72,SMS,Happen choose small.,Bronze,8,7
1474,40,Male,76512,Master,Divorced,2198,1,2023-07-04,North,Scientist,3,5,6102,9,Phone,Into yes article deal tree prepare.,Silver,17,3
1475,49,Female,61759,Bachelor,Married,2989,0,2023-10-29,North,Lawyer,3,5,6224,13,SMS,Very call she responsibility age.,Bronze,65,2
1476,34,Male,30977,High School,Widowed,1304,0,2023-06-20,North,Doctor,1,4,10780,3,Phone,Indicate choice doctor series plan.,Gold,81,9
1477,67,Female,51445,PhD,Widowed,2365,0,2024-02-23,East,Doctor,2,1,11159,67,Phone,Animal leader finally evening play start buy.,Gold,39,1
1478,68,Female,34765,PhD,Single,2428,0,2024-02-21,South,Teacher,1,1,12711,7,Phone,To teacher off.,Gold,65,1
1479,34,Male,25225,Bachelor,Widowed,2862,0,2024-09-27,South,Engineer,0,2,14984,67,SMS,Music mission place try enough.,Silver,21,2
1480,31,Female,43292,PhD,Divorced,2362,0,2023-09-09,East,Teacher,3,4,9191,75,SMS,Born seem seven art describe.,Silver,79,5
1481,26,Male,64722,Master,Married,2005,1,2023-09-13,West,Artist,2,2,12012,46,SMS,True else my person type ground.,Gold,95,1
1482,57,Male,54123,Master,Widowed,2211,1,2024-07-15,East,Doctor,3,1,6878,58,SMS,Improve the tell population.,Bronze,73,6
1483,19,Female,29136,High School,Widowed,1865,1,2023-03-21,West,Teacher,0,5,2243,28,SMS,Anything family big practice travel measure.,Platinum,33,8
1484,62,Male,42764,PhD,Married,2609,1,2024-02-19,North,Engineer,0,4,7062,31,SMS,Charge far approach career bit town.,Silver,47,2
1485,42,Male,47857,Master,Widowed,1225,0,2024-03-23,West,Engineer,2,4,8562,52,SMS,Rather ball though pressure.,Bronze,15,5
1486,56,Male,24663,Bachelor,Married,1756,1,2024-06-17,North,Doctor,2,4,16451,9,Email,American range receive wait matter.,Silver,48,3
1487,26,Male,60697,PhD,Divorced,2223,0,2023-06-27,South,Scientist,0,6,5010,91,SMS,Important store sense blue thought same never.,Silver,97,2
1488,39,Male,46568,High School,Divorced,2585,0,2024-10-01,North,Teacher,3,6,12223,76,SMS,Him remain coach product entire action.,Platinum,62,6
1489,60,Male,29141,Bachelor,Divorced,1993,1,2024-11-01,West,Lawyer,4,5,8225,8,Email,Use especially together good that.,Silver,39,1
1490,63,Female,28292,Bachelor,Single,1608,0,2023-03-26,South,Doctor,3,6,11492,86,Email,Later government stand.,Silver,55,8
1491,21,Male,66509,Bachelor,Divorced,1894,1,2024-02-26,South,Artist,4,4,10126,18,SMS,Across happy cell treatment throughout.,Platinum,97,6
1492,43,Female,44287,Master,Widowed,1816,1,2023-06-09,East,Teacher,1,6,7255,94,SMS,View yourself service court.,Gold,76,4
1493,46,Female,67855,Bachelor,Single,1839,1,2023-12-25,West,Teacher,2,6,13073,49,SMS,Attack service future water certainly.,Silver,47,5
1494,62,Male,73582,Master,Single,1782,1,2024-07-30,West,Doctor,0,3,11346,11,Email,Early likely notice color them several game.,Silver,36,2
1495,51,Female,65336,Bachelor,Single,1782,1,2024-09-01,East,Scientist,1,4,9956,2,Phone,Strong beautiful down wind science.,Gold,11,8
1496,40,Female,41998,Master,Divorced,1142,0,2023-11-01,East,Teacher,3,6,10881,29,Phone,Player lead respond.,Gold,78,6
1497,54,Male,12532,PhD,Single,2150,1,2023-08-11,South,Teacher,4,5,8726,55,Phone,Past child improve actually call.,Gold,93,6
1498,28,Male,54694,Master,Divorced,2337,0,2023-05-11,East,Artist,2,6,4201,53,Phone,Red air wait place.,Gold,94,3
1499,23,Male,81373,Master,Divorced,2749,0,2024-01-29,South,Scientist,4,6,10336,26,Phone,Begin official lay dog measure.,Bronze,92,1
1500,35,Female,49469,PhD,Single,2430,0,2023-03-09,West,Artist,3,4,16679,51,SMS,Form blood force machine young usually.,Gold,97,8
1501,38,Female,20152,Bachelor,Single,2404,0,2023-05-15,East,Lawyer,3,6,12535,78,Phone,Detail past sing total above role understand.,Gold,31,7
1502,59,Male,39876,PhD,Widowed,2148,1,2023-07-04,West,Artist,0,3,10879,92,SMS,Should first anything between.,Gold,22,1
1503,53,Male,47244,Bachelor,Single,1118,0,2024-04-17,South,Lawyer,1,3,11156,99,Email,Project card no understand point.,Bronze,73,8
1504,58,Female,33530,Master,Divorced,2140,1,2024-11-08,North,Artist,2,6,9996,6,Email,Approach half space line make quite. On sit rich.,Platinum,71,2
1505,55,Female,11540,Bachelor,Widowed,2056,0,2024-09-28,North,Lawyer,0,4,3278,12,Phone,Blue build name the night.,Gold,20,8
1506,51,Female,48532,Master,Widowed,2514,1,2025-01-19,West,Scientist,4,1,6845,34,Email,Since special reduce eight movement kind mouth.,Bronze,74,5
1507,34,Female,38226,Bachelor,Divorced,2283,1,2023-09-03,South,Artist,1,1,9809,70,SMS,Fish team baby trip child defense manage.,Silver,11,8
1508,54,Male,76590,Master,Single,1935,1,2023-06-17,South,Artist,2,2,12770,64,Phone,Himself cold force their firm.,Platinum,48,6
